* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (2- OmniMic                  ), MICROPHONE (Master Volume), L, volume: 0,520
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS with no timing reference
* Dated: Jul 14, 2023 2:58:58 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: DeltaSE 50 -12 - yeni
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
10088.745937	73.187	-150.8398
10089.112148	73.185	-152.3008
10089.478359	73.184	-153.7578
10089.844569	73.182	-155.2148
10090.210780	73.180	-156.6719
10090.576991	73.179	-158.1289
10090.943202	73.177	-159.5859
10091.309413	73.175	-161.0430
10091.675624	73.174	-162.5000
10092.041835	73.172	-163.9570
10092.408046	73.171	-165.4141
10092.774257	73.169	-166.8711
10093.140468	73.167	-168.3242
10093.506679	73.166	-169.7812
10093.872890	73.164	-171.2383
10094.239101	73.163	-172.6953
10094.605312	73.161	-174.1523
10094.971523	73.159	-175.6055
10095.337734	73.158	-177.0625
10095.703945	73.156	-178.5195
10096.070156	73.155	-179.9727
10096.436367	73.153	178.5703
10096.802578	73.151	177.1133
10097.168789	73.150	175.6602
10097.535000	73.148	174.2031
10097.901211	73.147	172.7500
10098.267422	73.145	171.2930
10098.633633	73.143	169.8398
10098.999844	73.142	168.3828
10099.366055	73.140	166.9297
10099.732266	73.139	165.4766
10100.098477	73.137	164.0195
10100.464688	73.135	162.5664
10100.830898	73.134	161.1133
10101.197109	73.132	159.6562
10101.563320	73.131	158.2031
10101.929531	73.129	156.7500
10102.295742	73.127	155.2969
10102.661953	73.126	153.8398
10103.028164	73.124	152.3867
10103.394375	73.123	150.9336
10103.760586	73.121	149.4805
10104.126797	73.119	148.0273
10104.493008	73.118	146.5742
10104.859219	73.116	145.1211
10105.225430	73.115	143.6680
10105.591641	73.113	142.2148
10105.957852	73.112	140.7617
10106.324063	73.110	139.3086
10106.690274	73.108	137.8555
10107.056485	73.107	136.4023
10107.422696	73.105	134.9492
10107.788907	73.104	133.4961
10108.155118	73.102	132.0430
10108.521329	73.100	130.5898
10108.887540	73.099	129.1406
10109.253751	73.097	127.6875
10109.619962	73.096	126.2344
10109.986173	73.094	124.7852
10110.352384	73.093	123.3320
10110.718595	73.091	121.8789
10111.084806	73.089	120.4297
10111.451017	73.088	118.9766
10111.817228	73.086	117.5234
10112.183438	73.085	116.0742
10112.549649	73.083	114.6211
10112.915860	73.082	113.1719
10113.282071	73.080	111.7188
10113.648282	73.078	110.2695
10114.014493	73.077	108.8164
10114.380704	73.075	107.3672
10114.746915	73.074	105.9141
10115.113126	73.072	104.4648
10115.479337	73.071	103.0156
10115.845548	73.069	101.5625
10116.211759	73.067	100.1133
10116.577970	73.066	98.6641
10116.944181	73.064	97.2148
10117.310392	73.063	95.7617
10117.676603	73.061	94.3125
10118.042814	73.060	92.8633
10118.409025	73.058	91.4141
10118.775236	73.056	89.9648
10119.141447	73.055	88.5156
10119.507658	73.053	87.0664
10119.873869	73.052	85.6133
10120.240080	73.050	84.1641
10120.606291	73.049	82.7148
10120.972502	73.047	81.2656
10121.338713	73.046	79.8164
10121.704924	73.044	78.3711
10122.071135	73.042	76.9219
10122.437346	73.041	75.4727
10122.803557	73.039	74.0234
10123.169767	73.038	72.5742
10123.535978	73.036	71.1250
10123.902189	73.035	69.6758
10124.268400	73.033	68.2305
10124.634611	73.032	66.7812
10125.000822	73.030	65.3320
10125.367033	73.028	63.8828
10125.733244	73.027	62.4375
10126.099455	73.025	60.9883
10126.465666	73.024	59.5391
10126.831877	73.022	58.0938
10127.198088	73.021	56.6445
10127.564299	73.019	55.1992
10127.930510	73.018	53.7500
10128.296721	73.016	52.3047
10128.662932	73.015	50.8555
10129.029143	73.013	49.4102
10129.395354	73.011	47.9609
10129.761565	73.010	46.5156
10130.127776	73.008	45.0664
10130.493987	73.007	43.6211
10130.860198	73.005	42.1719
10131.226409	73.004	40.7266
10131.592620	73.002	39.2812
10131.958831	73.001	37.8359
10132.325042	72.999	36.3867
10132.691253	72.998	34.9414
10133.057464	72.996	33.4961
10133.423675	72.995	32.0508
10133.789886	72.993	30.6016
10134.156097	72.991	29.1562
10134.522307	72.990	27.7109
10134.888518	72.988	26.2656
10135.254729	72.987	24.8203
10135.620940	72.985	23.3750
10135.987151	72.984	21.9297
10136.353362	72.982	20.4844
10136.719573	72.981	19.0391
10137.085784	72.979	17.5938
10137.451995	72.978	16.1484
10137.818206	72.976	14.7031
10138.184417	72.975	13.2578
10138.550628	72.973	11.8125
10138.916839	72.972	10.3672
10139.283050	72.970	8.9219
10139.649261	72.969	7.4766
10140.015472	72.967	6.0352
10140.381683	72.966	4.5898
10140.747894	72.964	3.1445
10141.114105	72.962	1.6992
10141.480316	72.961	0.2578
10141.846527	72.959	-1.1875
10142.212738	72.958	-2.6328
10142.578949	72.956	-4.0742
10142.945160	72.955	-5.5195
10143.311371	72.953	-6.9648
10143.677582	72.952	-8.4062
10144.043793	72.950	-9.8516
10144.410004	72.949	-11.2930
10144.776215	72.947	-12.7383
10145.142426	72.946	-14.1797
10145.508637	72.944	-15.6250
10145.874847	72.943	-17.0664
10146.241058	72.941	-18.5117
10146.607269	72.940	-19.9531
10146.973480	72.938	-21.3984
10147.339691	72.937	-22.8398
10147.705902	72.935	-24.2812
10148.072113	72.934	-25.7266
10148.438324	72.932	-27.1680
10148.804535	72.931	-28.6094
10149.170746	72.929	-30.0508
10149.536957	72.928	-31.4961
10149.903168	72.926	-32.9375
10150.269379	72.925	-34.3789
10150.635590	72.923	-35.8203
10151.001801	72.922	-37.2617
10151.368012	72.920	-38.7070
10151.734223	72.919	-40.1484
10152.100434	72.917	-41.5898
10152.466645	72.916	-43.0312
10152.832856	72.914	-44.4727
10153.199067	72.913	-45.9141
10153.565278	72.911	-47.3555
10153.931489	72.910	-48.7969
10154.297700	72.908	-50.2383
10154.663911	72.907	-51.6797
10155.030122	72.906	-53.1211
10155.396333	72.904	-54.5625
10155.762544	72.903	-56.0039
10156.128755	72.901	-57.4414
10156.494966	72.900	-58.8828
10156.861176	72.898	-60.3242
10157.227387	72.897	-61.7656
10157.593598	72.895	-63.2070
10157.959809	72.894	-64.6445
10158.326020	72.892	-66.0859
10158.692231	72.891	-67.5273
10159.058442	72.889	-68.9688
10159.424653	72.888	-70.4062
10159.790864	72.886	-71.8477
10160.157075	72.885	-73.2891
10160.523286	72.883	-74.7266
10160.889497	72.882	-76.1680
10161.255708	72.880	-77.6055
10161.621919	72.879	-79.0469
10161.988130	72.877	-80.4844
10162.354341	72.876	-81.9258
10162.720552	72.875	-83.3633
10163.086763	72.873	-84.8047
10163.452974	72.872	-86.2422
10163.819185	72.870	-87.6836
10164.185396	72.869	-89.1211
10164.551607	72.867	-90.5625
10164.917818	72.866	-92.0000
10165.284029	72.864	-93.4375
10165.650240	72.863	-94.8789
10166.016451	72.861	-96.3164
10166.382662	72.860	-97.7539
10166.748873	72.858	-99.1953
10167.115084	72.857	-100.6328
10167.481295	72.856	-102.0703
10167.847506	72.854	-103.5078
10168.213716	72.853	-104.9492
10168.579927	72.851	-106.3867
10168.946138	72.850	-107.8242
10169.312349	72.848	-109.2617
10169.678560	72.847	-110.6992
10170.044771	72.845	-112.1367
10170.410982	72.844	-113.5742
10170.777193	72.843	-115.0156
10171.143404	72.841	-116.4531
10171.509615	72.840	-117.8945
10171.875826	72.838	-119.3320
10172.242037	72.837	-120.7695
10172.608248	72.835	-122.2031
10172.974459	72.834	-123.6406
10173.340670	72.832	-125.0781
10173.706881	72.831	-126.5156
10174.073092	72.830	-127.9531
10174.439303	72.828	-129.3906
10174.805514	72.827	-130.8281
10175.171725	72.825	-132.2656
10175.537936	72.824	-133.7031
10175.904147	72.822	-135.1367
10176.270358	72.821	-136.5742
10176.636569	72.820	-138.0117
10177.002780	72.818	-139.4492
10177.368991	72.817	-140.8828
10177.735202	72.815	-142.3203
10178.101413	72.814	-143.7578
10178.467624	72.812	-145.1914
10178.833835	72.811	-146.6289
10179.200045	72.810	-148.0664
10179.566256	72.808	-149.5000
10179.932467	72.807	-150.9375
10180.298678	72.805	-152.3711
10180.664889	72.804	-153.8086
10181.031100	72.803	-155.2461
10181.397311	72.801	-156.6797
10181.763522	72.800	-158.1172
10182.129733	72.798	-159.5508
10182.495944	72.797	-160.9844
10182.862155	72.795	-162.4219
10183.228366	72.794	-163.8555
10183.594577	72.793	-165.2930
10183.960788	72.791	-166.7266
10184.326999	72.790	-168.1602
10184.693210	72.788	-169.5977
10185.059421	72.787	-171.0312
10185.425632	72.786	-172.4688
10185.791843	72.784	-173.9023
10186.158054	72.783	-175.3359
10186.524265	72.781	-176.7695
10186.890476	72.780	-178.2070
10187.256687	72.779	-179.6406
10187.622898	72.777	178.9258
10187.989109	72.776	177.4922
10188.355320	72.774	176.0586
10188.721531	72.773	174.6211
10189.087742	72.772	173.1875
10189.453953	72.770	171.7539
10189.820164	72.769	170.3203
10190.186375	72.767	168.8867
10190.552585	72.766	167.4531
10190.918796	72.765	166.0195
10191.285007	72.763	164.5859
10191.651218	72.762	163.1523
10192.017429	72.761	161.7188
10192.383640	72.759	160.2852
10192.749851	72.758	158.8516
10193.116062	72.756	157.4180
10193.482273	72.755	155.9844
10193.848484	72.754	154.5508
10194.214695	72.752	153.1172
10194.580906	72.751	151.6836
10194.947117	72.750	150.2500
10195.313328	72.748	148.8203
10195.679539	72.747	147.3867
10196.045750	72.745	145.9531
10196.411961	72.744	144.5195
10196.778172	72.743	143.0859
10197.144383	72.741	141.6562
10197.510594	72.740	140.2227
10197.876805	72.739	138.7891
10198.243016	72.737	137.3555
10198.609227	72.736	135.9258
10198.975438	72.734	134.4922
10199.341649	72.733	133.0586
10199.707860	72.732	131.6289
10200.074071	72.730	130.1953
10200.440282	72.729	128.7656
10200.806493	72.728	127.3320
10201.172704	72.726	125.8984
10201.538915	72.725	124.4688
10201.905125	72.724	123.0352
10202.271336	72.722	121.6055
10202.637547	72.721	120.1719
10203.003758	72.720	118.7422
10203.369969	72.718	117.3086
10203.736180	72.717	115.8789
10204.102391	72.715	114.4453
10204.468602	72.714	113.0156
10204.834813	72.713	111.5820
10205.201024	72.711	110.1523
10205.567235	72.710	108.7227
10205.933446	72.709	107.2891
10206.299657	72.707	105.8594
10206.665868	72.706	104.4297
10207.032079	72.705	102.9961
10207.398290	72.703	101.5664
10207.764501	72.702	100.1367
10208.130712	72.701	98.7031
10208.496923	72.699	97.2773
10208.863134	72.698	95.8477
10209.229345	72.697	94.4180
10209.595556	72.695	92.9844
10209.961767	72.694	91.5547
10210.327978	72.693	90.1250
10210.694189	72.691	88.6953
10211.060400	72.690	87.2656
10211.426611	72.689	85.8359
10211.792822	72.687	84.4062
10212.159033	72.686	82.9727
10212.525244	72.685	81.5430
10212.891454	72.683	80.1133
10213.257665	72.682	78.6836
10213.623876	72.681	77.2539
10213.990087	72.679	75.8242
10214.356298	72.678	74.3945
10214.722509	72.677	72.9648
10215.088720	72.676	71.5352
10215.454931	72.674	70.1055
10215.821142	72.673	68.6758
10216.187353	72.672	67.2461
10216.553564	72.670	65.8164
10216.919775	72.669	64.3867
10217.285986	72.668	62.9609
10217.652197	72.666	61.5312
10218.018408	72.665	60.1016
10218.384619	72.664	58.6719
10218.750830	72.662	57.2422
10219.117041	72.661	55.8125
10219.483252	72.660	54.3828
10219.849463	72.659	52.9570
10220.215674	72.657	51.5273
10220.581885	72.656	50.0977
10220.948096	72.655	48.6680
10221.314307	72.653	47.2422
10221.680518	72.652	45.8125
10222.046729	72.651	44.3828
10222.412940	72.649	42.9531
10222.779151	72.648	41.5273
10223.145362	72.647	40.0977
10223.511573	72.646	38.6680
10223.877784	72.644	37.2422
10224.243994	72.643	35.8125
10224.610205	72.642	34.3867
10224.976416	72.640	32.9570
10225.342627	72.639	31.5273
10225.708838	72.638	30.1016
10226.075049	72.637	28.6719
10226.441260	72.635	27.2461
10226.807471	72.634	25.8164
10227.173682	72.633	24.3906
10227.539893	72.631	22.9609
10227.906104	72.630	21.5352
10228.272315	72.629	20.1055
10228.638526	72.628	18.6797
10229.004737	72.626	17.2500
10229.370948	72.625	15.8242
10229.737159	72.624	14.3945
10230.103370	72.623	12.9688
10230.469581	72.621	11.5430
10230.835792	72.620	10.1133
10231.202003	72.619	8.6875
10231.568214	72.618	7.2578
10231.934425	72.616	5.8320
10232.300636	72.615	4.4062
10232.666847	72.614	2.9766
10233.033058	72.613	1.5508
10233.399269	72.611	0.1250
10233.765480	72.610	-1.3008
10234.131691	72.609	-2.7305
10234.497902	72.607	-4.1562
10234.864113	72.606	-5.5820
10235.230323	72.605	-7.0078
10235.596534	72.604	-8.4375
10235.962745	72.602	-9.8633
10236.328956	72.601	-11.2891
10236.695167	72.600	-12.7148
10237.061378	72.599	-14.1406
10237.427589	72.598	-15.5703
10237.793800	72.596	-16.9961
10238.160011	72.595	-18.4219
10238.526222	72.594	-19.8477
10238.892433	72.593	-21.2734
10239.258644	72.591	-22.6992
10239.624855	72.590	-24.1250
10239.991066	72.589	-25.5508
10240.357277	72.588	-26.9766
10240.723488	72.586	-28.4023
10241.089699	72.585	-29.8281
10241.455910	72.584	-31.2539
10241.822121	72.583	-32.6797
10242.188332	72.581	-34.1094
10242.554543	72.580	-35.5312
10242.920754	72.579	-36.9570
10243.286965	72.578	-38.3828
10243.653176	72.577	-39.8086
10244.019387	72.575	-41.2344
10244.385598	72.574	-42.6602
10244.751809	72.573	-44.0859
10245.118020	72.572	-45.5117
10245.484231	72.571	-46.9375
10245.850442	72.569	-48.3633
10246.216653	72.568	-49.7891
10246.582863	72.567	-51.2148
10246.949074	72.566	-52.6367
10247.315285	72.564	-54.0625
10247.681496	72.563	-55.4883
10248.047707	72.562	-56.9141
10248.413918	72.561	-58.3398
10248.780129	72.560	-59.7656
10249.146340	72.558	-61.1875
10249.512551	72.557	-62.6133
10249.878762	72.556	-64.0391
10250.244973	72.555	-65.4648
10250.611184	72.554	-66.8867
10250.977395	72.552	-68.3125
10251.343606	72.551	-69.7383
10251.709817	72.550	-71.1641
10252.076028	72.549	-72.5859
10252.442239	72.548	-74.0117
10252.808450	72.546	-75.4375
10253.174661	72.545	-76.8594
10253.540872	72.544	-78.2852
10253.907083	72.543	-79.7109
10254.273294	72.542	-81.1328
10254.639505	72.541	-82.5586
10255.005716	72.539	-83.9844
10255.371927	72.538	-85.4062
10255.738138	72.537	-86.8320
10256.104349	72.536	-88.2539
10256.470560	72.535	-89.6797
10256.836771	72.533	-91.1055
10257.202982	72.532	-92.5273
10257.569192	72.531	-93.9531
10257.935403	72.530	-95.3750
10258.301614	72.529	-96.8008
10258.667825	72.528	-98.2227
10259.034036	72.526	-99.6484
10259.400247	72.525	-101.0703
10259.766458	72.524	-102.4961
10260.132669	72.523	-103.9180
10260.498880	72.522	-105.3438
10260.865091	72.521	-106.7656
10261.231302	72.519	-108.1914
10261.597513	72.518	-109.6133
10261.963724	72.517	-111.0391
10262.329935	72.516	-112.4609
10262.696146	72.515	-113.8828
10263.062357	72.514	-115.3086
10263.428568	72.513	-116.7305
10263.794779	72.511	-118.1562
10264.160990	72.510	-119.5781
10264.527201	72.509	-121.0000
10264.893412	72.508	-122.4258
10265.259623	72.507	-123.8477
10265.625834	72.506	-125.2734
10265.992045	72.504	-126.6953
10266.358256	72.503	-128.1172
10266.724467	72.502	-129.5430
10267.090678	72.501	-130.9648
10267.456889	72.500	-132.3867
10267.823100	72.499	-133.8086
10268.189311	72.498	-135.2344
10268.555522	72.497	-136.6562
10268.921732	72.495	-138.0781
10269.287943	72.494	-139.5039
10269.654154	72.493	-140.9258
10270.020365	72.492	-142.3477
10270.386576	72.491	-143.7695
10270.752787	72.490	-145.1953
10271.118998	72.489	-146.6172
10271.485209	72.487	-148.0391
10271.851420	72.486	-149.4609
10272.217631	72.485	-150.8828
10272.583842	72.484	-152.3086
10272.950053	72.483	-153.7305
10273.316264	72.482	-155.1523
10273.682475	72.481	-156.5742
10274.048686	72.480	-157.9961
10274.414897	72.479	-159.4219
10274.781108	72.477	-160.8438
10275.147319	72.476	-162.2656
10275.513530	72.475	-163.6875
10275.879741	72.474	-165.1094
10276.245952	72.473	-166.5312
10276.612163	72.472	-167.9531
10276.978374	72.471	-169.3750
10277.344585	72.470	-170.8008
10277.710796	72.469	-172.2227
10278.077007	72.467	-173.6445
10278.443218	72.466	-175.0664
10278.809429	72.465	-176.4883
10279.175640	72.464	-177.9102
10279.541851	72.463	-179.3320
10279.908062	72.462	179.2461
10280.274272	72.461	177.8242
10280.640483	72.460	176.4023
10281.006694	72.459	174.9805
10281.372905	72.458	173.5586
10281.739116	72.457	172.1367
10282.105327	72.455	170.7148
10282.471538	72.454	169.2930
10282.837749	72.453	167.8711
10283.203960	72.452	166.4492
10283.570171	72.451	165.0273
10283.936382	72.450	163.6055
10284.302593	72.449	162.1836
10284.668804	72.448	160.7617
10285.035015	72.447	159.3398
10285.401226	72.446	157.9180
10285.767437	72.445	156.4961
10286.133648	72.444	155.0742
10286.499859	72.443	153.6523
10286.866070	72.442	152.2305
10287.232281	72.440	150.8086
10287.598492	72.439	149.3867
10287.964703	72.438	147.9648
10288.330914	72.437	146.5430
10288.697125	72.436	145.1211
10289.063336	72.435	143.7031
10289.429547	72.434	142.2812
10289.795758	72.433	140.8594
10290.161969	72.432	139.4375
10290.528180	72.431	138.0156
10290.894391	72.430	136.5938
10291.260601	72.429	135.1719
10291.626812	72.428	133.7500
10291.993023	72.427	132.3281
10292.359234	72.426	130.9102
10292.725445	72.425	129.4883
10293.091656	72.424	128.0664
10293.457867	72.423	126.6445
10293.824078	72.421	125.2227
10294.190289	72.420	123.8008
10294.556500	72.419	122.3828
10294.922711	72.418	120.9609
10295.288922	72.417	119.5391
10295.655133	72.416	118.1172
10296.021344	72.415	116.6953
10296.387555	72.414	115.2734
10296.753766	72.413	113.8555
10297.119977	72.412	112.4336
10297.486188	72.411	111.0117
10297.852399	72.410	109.5898
10298.218610	72.409	108.1680
10298.584821	72.408	106.7500
10298.951032	72.407	105.3281
10299.317243	72.406	103.9062
10299.683454	72.405	102.4844
10300.049665	72.404	101.0664
10300.415876	72.403	99.6445
10300.782087	72.402	98.2227
10301.148298	72.401	96.8008
10301.514509	72.400	95.3828
10301.880720	72.399	93.9609
10302.246931	72.398	92.5391
10302.613141	72.397	91.1172
10302.979352	72.396	89.6992
10303.345563	72.395	88.2773
10303.711774	72.394	86.8555
10304.077985	72.393	85.4336
10304.444196	72.392	84.0156
10304.810407	72.391	82.5938
10305.176618	72.390	81.1719
10305.542829	72.389	79.7500
10305.909040	72.388	78.3320
10306.275251	72.387	76.9102
10306.641462	72.386	75.4883
10307.007673	72.385	74.0703
10307.373884	72.384	72.6484
10307.740095	72.383	71.2266
10308.106306	72.382	69.8047
10308.472517	72.381	68.3867
10308.838728	72.380	66.9648
10309.204939	72.379	65.5430
10309.571150	72.378	64.1250
10309.937361	72.377	62.7031
10310.303572	72.376	61.2812
10310.669783	72.375	59.8633
10311.035994	72.374	58.4414
10311.402205	72.373	57.0195
10311.768416	72.372	55.5977
10312.134627	72.371	54.1797
10312.500838	72.370	52.7578
10312.867049	72.369	51.3359
10313.233260	72.368	49.9180
10313.599470	72.367	48.4961
10313.965681	72.366	47.0742
10314.331892	72.365	45.6562
10314.698103	72.364	44.2344
10315.064314	72.363	42.8125
10315.430525	72.362	41.3945
10315.796736	72.362	39.9727
10316.162947	72.361	38.5508
10316.529158	72.360	37.1328
10316.895369	72.359	35.7109
10317.261580	72.358	34.2891
10317.627791	72.357	32.8711
10317.994002	72.356	31.4492
10318.360213	72.355	30.0273
10318.726424	72.354	28.6094
10319.092635	72.353	27.1875
10319.458846	72.352	25.7656
10319.825057	72.351	24.3477
10320.191268	72.350	22.9258
10320.557479	72.349	21.5039
10320.923690	72.348	20.0859
10321.289901	72.347	18.6641
10321.656112	72.346	17.2461
10322.022323	72.345	15.8242
10322.388534	72.344	14.4023
10322.754745	72.344	12.9844
10323.120956	72.343	11.5625
10323.487167	72.342	10.1406
10323.853378	72.341	8.7227
10324.219589	72.340	7.3008
10324.585800	72.339	5.8789
10324.952010	72.338	4.4609
10325.318221	72.337	3.0391
10325.684432	72.336	1.6172
10326.050643	72.335	0.1992
10326.416854	72.334	-1.2227
10326.783065	72.333	-2.6445
10327.149276	72.332	-4.0625
10327.515487	72.332	-5.4844
10327.881698	72.331	-6.9062
10328.247909	72.330	-8.3242
10328.614120	72.329	-9.7461
10328.980331	72.328	-11.1680
10329.346542	72.327	-12.5859
10329.712753	72.326	-14.0078
10330.078964	72.325	-15.4297
10330.445175	72.324	-16.8477
10330.811386	72.323	-18.2695
10331.177597	72.323	-19.6914
10331.543808	72.322	-21.1094
10331.910019	72.321	-22.5312
10332.276230	72.320	-23.9531
10332.642441	72.319	-25.3711
10333.008652	72.318	-26.7930
10333.374863	72.317	-28.2148
10333.741074	72.316	-29.6328
10334.107285	72.315	-31.0547
10334.473496	72.314	-32.4766
10334.839707	72.314	-33.8945
10335.205918	72.313	-35.3164
10335.572129	72.312	-36.7383
10335.938340	72.311	-38.1562
10336.304550	72.310	-39.5781
10336.670761	72.309	-41.0000
10337.036972	72.308	-42.4219
10337.403183	72.307	-43.8398
10337.769394	72.307	-45.2617
10338.135605	72.306	-46.6836
10338.501816	72.305	-48.1016
10338.868027	72.304	-49.5234
10339.234238	72.303	-50.9453
10339.600449	72.302	-52.3672
10339.966660	72.301	-53.7852
10340.332871	72.300	-55.2070
10340.699082	72.300	-56.6289
10341.065293	72.299	-58.0469
10341.431504	72.298	-59.4688
10341.797715	72.297	-60.8906
10342.163926	72.296	-62.3125
10342.530137	72.295	-63.7305
10342.896348	72.294	-65.1523
10343.262559	72.294	-66.5742
10343.628770	72.293	-67.9961
10343.994981	72.292	-69.4141
10344.361192	72.291	-70.8359
10344.727403	72.290	-72.2578
10345.093614	72.289	-73.6797
10345.459825	72.289	-75.0977
10345.826036	72.288	-76.5195
10346.192247	72.287	-77.9414
10346.558458	72.286	-79.3633
10346.924669	72.285	-80.7852
10347.290879	72.284	-82.2031
10347.657090	72.283	-83.6250
10348.023301	72.283	-85.0469
10348.389512	72.282	-86.4688
10348.755723	72.281	-87.8867
10349.121934	72.280	-89.3086
10349.488145	72.279	-90.7305
10349.854356	72.278	-92.1523
10350.220567	72.278	-93.5742
10350.586778	72.277	-94.9961
10350.952989	72.276	-96.4141
10351.319200	72.275	-97.8359
10351.685411	72.274	-99.2578
10352.051622	72.274	-100.6797
10352.417833	72.273	-102.1016
10352.784044	72.272	-103.5234
10353.150255	72.271	-104.9453
10353.516466	72.270	-106.3633
10353.882677	72.269	-107.7852
10354.248888	72.269	-109.2070
10354.615099	72.268	-110.6289
10354.981310	72.267	-112.0508
10355.347521	72.266	-113.4727
10355.713732	72.265	-114.8945
10356.079943	72.265	-116.3164
10356.446154	72.264	-117.7383
10356.812365	72.263	-119.1562
10357.178576	72.262	-120.5781
10357.544787	72.261	-122.0000
10357.910998	72.261	-123.4219
10358.277209	72.260	-124.8438
10358.643419	72.259	-126.2656
10359.009630	72.258	-127.6875
10359.375841	72.257	-129.1094
10359.742052	72.257	-130.5312
10360.108263	72.256	-131.9531
10360.474474	72.255	-133.3750
10360.840685	72.254	-134.7969
10361.206896	72.254	-136.2188
10361.573107	72.253	-137.6406
10361.939318	72.252	-139.0625
10362.305529	72.251	-140.4844
10362.671740	72.250	-141.9062
10363.037951	72.250	-143.3281
10363.404162	72.249	-144.7500
10363.770373	72.248	-146.1719
10364.136584	72.247	-147.5938
10364.502795	72.247	-149.0156
10364.869006	72.246	-150.4375
10365.235217	72.245	-151.8594
10365.601428	72.244	-153.2812
10365.967639	72.243	-154.7031
10366.333850	72.243	-156.1250
10366.700061	72.242	-157.5508
10367.066272	72.241	-158.9727
10367.432483	72.240	-160.3945
10367.798694	72.240	-161.8164
10368.164905	72.239	-163.2383
10368.531116	72.238	-164.6602
10368.897327	72.237	-166.0820
10369.263538	72.237	-167.5039
10369.629748	72.236	-168.9297
10369.995959	72.235	-170.3516
10370.362170	72.234	-171.7734
10370.728381	72.234	-173.1953
10371.094592	72.233	-174.6172
10371.460803	72.232	-176.0430
10371.827014	72.231	-177.4648
10372.193225	72.231	-178.8867
10372.559436	72.230	179.6914
10372.925647	72.229	178.2695
10373.291858	72.228	176.8438
10373.658069	72.228	175.4219
10374.024280	72.227	174.0000
10374.390491	72.226	172.5781
10374.756702	72.225	171.1523
10375.122913	72.225	169.7305
10375.489124	72.224	168.3086
10375.855335	72.223	166.8828
10376.221546	72.223	165.4609
10376.587757	72.222	164.0391
10376.953968	72.221	162.6133
10377.320179	72.220	161.1914
10377.686390	72.220	159.7695
10378.052601	72.219	158.3438
10378.418812	72.218	156.9219
10378.785023	72.218	155.5000
10379.151234	72.217	154.0742
10379.517445	72.216	152.6523
10379.883656	72.215	151.2266
10380.249867	72.215	149.8047
10380.616078	72.214	148.3789
10380.982288	72.213	146.9570
10381.348499	72.213	145.5352
10381.714710	72.212	144.1094
10382.080921	72.211	142.6875
10382.447132	72.210	141.2617
10382.813343	72.210	139.8398
10383.179554	72.209	138.4141
10383.545765	72.208	136.9922
10383.911976	72.208	135.5664
10384.278187	72.207	134.1445
10384.644398	72.206	132.7188
10385.010609	72.206	131.2930
10385.376820	72.205	129.8711
10385.743031	72.204	128.4453
10386.109242	72.203	127.0234
10386.475453	72.203	125.5977
10386.841664	72.202	124.1719
10387.207875	72.201	122.7500
10387.574086	72.201	121.3242
10387.940297	72.200	119.9023
10388.306508	72.199	118.4766
10388.672719	72.199	117.0508
10389.038930	72.198	115.6289
10389.405141	72.197	114.2031
10389.771352	72.197	112.7773
10390.137563	72.196	111.3516
10390.503774	72.195	109.9297
10390.869985	72.195	108.5039
10391.236196	72.194	107.0781
10391.602407	72.193	105.6523
10391.968617	72.193	104.2305
10392.334828	72.192	102.8047
10392.701039	72.191	101.3789
10393.067250	72.191	99.9531
10393.433461	72.190	98.5273
10393.799672	72.189	97.1055
10394.165883	72.189	95.6797
10394.532094	72.188	94.2578
10394.898305	72.187	92.8320
10395.264516	72.187	91.4062
10395.630727	72.186	89.9805
10395.996938	72.185	88.5547
10396.363149	72.185	87.1289
10396.729360	72.184	85.7031
10397.095571	72.183	84.2773
10397.461782	72.183	82.8516
10397.827993	72.182	81.4258
10398.194204	72.182	80.0000
10398.560415	72.181	78.5742
10398.926626	72.180	77.1484
10399.292837	72.180	75.7227
10399.659048	72.179	74.2969
10400.025259	72.178	72.8711
10400.391470	72.178	71.4453
10400.757681	72.177	70.0195
10401.123892	72.176	68.5938
10401.490103	72.176	67.1680
10401.856314	72.175	65.7422
10402.222525	72.175	64.3125
10402.588736	72.174	62.8867
10402.954947	72.173	61.4570
10403.321157	72.173	60.0312
10403.687368	72.172	58.6055
10404.053579	72.171	57.1758
10404.419790	72.171	55.7500
10404.786001	72.170	54.3242
10405.152212	72.170	52.8984
10405.518423	72.169	51.4688
10405.884634	72.168	50.0430
10406.250845	72.168	48.6172
10406.617056	72.167	47.1875
10406.983267	72.167	45.7617
10407.349478	72.166	44.3359
10407.715689	72.165	42.9062
10408.081900	72.165	41.4805
10408.448111	72.164	40.0508
10408.814322	72.164	38.6250
10409.180533	72.163	37.1992
10409.546744	72.162	35.7695
10409.912955	72.162	34.3438
10410.279166	72.161	32.9141
10410.645377	72.161	31.4883
10411.011588	72.160	30.0586
10411.377799	72.159	28.6328
10411.744010	72.159	27.2031
10412.110221	72.158	25.7734
10412.476432	72.158	24.3477
10412.842643	72.157	22.9180
10413.208854	72.156	21.4922
10413.575065	72.156	20.0625
