* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (2- OmniMic                  ), MICROPHONE (Master Volume), L, volume: 0,520
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS with no timing reference
* Dated: Jul 14, 2023 2:58:58 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: DeltaSE 50 -12 - yeni
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
4965.454504	73.178	-162.1260
4965.820715	73.178	-163.0479
4966.186926	73.178	-163.9707
4966.553137	73.178	-164.8945
4966.919348	73.178	-165.8184
4967.285559	73.178	-166.7422
4967.651770	73.178	-167.6680
4968.017981	73.178	-168.5928
4968.384192	73.178	-169.5195
4968.750403	73.178	-170.4453
4969.116614	73.178	-171.3730
4969.482825	73.178	-172.3008
4969.849036	73.178	-173.2275
4970.215247	73.178	-174.1562
4970.581458	73.178	-175.0859
4970.947669	73.178	-176.0156
4971.313879	73.178	-176.9463
4971.680090	73.178	-177.8770
4972.046301	73.179	-178.8086
4972.412512	73.179	-179.7412
4972.778723	73.179	179.3262
4973.144934	73.179	178.3926
4973.511145	73.179	177.4590
4973.877356	73.179	176.5244
4974.243567	73.179	175.5898
4974.609778	73.179	174.6543
4974.975989	73.179	173.7178
4975.342200	73.179	172.7812
4975.708411	73.179	171.8438
4976.074622	73.179	170.9062
4976.440833	73.179	169.9678
4976.807044	73.179	169.0283
4977.173255	73.179	168.0889
4977.539466	73.179	167.1484
4977.905677	73.179	166.2080
4978.271888	73.179	165.2656
4978.638099	73.179	164.3242
4979.004310	73.179	163.3809
4979.370521	73.179	162.4385
4979.736732	73.179	161.4941
4980.102943	73.180	160.5498
4980.469154	73.180	159.6045
4980.835365	73.180	158.6582
4981.201576	73.180	157.7119
4981.567787	73.180	156.7656
4981.933998	73.180	155.8174
4982.300209	73.180	154.8691
4982.666419	73.180	153.9209
4983.032630	73.180	152.9707
4983.398841	73.180	152.0205
4983.765052	73.180	151.0703
4984.131263	73.180	150.1182
4984.497474	73.180	149.1660
4984.863685	73.181	148.2139
4985.229896	73.181	147.2607
4985.596107	73.181	146.3066
4985.962318	73.181	145.3516
4986.328529	73.181	144.3965
4986.694740	73.181	143.4404
4987.060951	73.181	142.4834
4987.427162	73.181	141.5264
4987.793373	73.181	140.5684
4988.159584	73.181	139.6094
4988.525795	73.181	138.6504
4988.892006	73.182	137.6904
4989.258217	73.182	136.7295
4989.624428	73.182	135.7686
4989.990639	73.182	134.8066
4990.356850	73.182	133.8438
4990.723061	73.182	132.8809
4991.089272	73.182	131.9160
4991.455483	73.182	130.9521
4991.821694	73.183	129.9863
4992.187905	73.183	129.0205
4992.554116	73.183	128.0537
4992.920327	73.183	127.0859
4993.286538	73.183	126.1182
4993.652748	73.183	125.1484
4994.018959	73.183	124.1797
4994.385170	73.183	123.2090
4994.751381	73.184	122.2383
4995.117592	73.184	121.2666
4995.483803	73.184	120.2939
4995.850014	73.184	119.3203
4996.216225	73.184	118.3467
4996.582436	73.184	117.3721
4996.948647	73.184	116.3975
4997.314858	73.185	115.4209
4997.681069	73.185	114.4443
4998.047280	73.185	113.4668
4998.413491	73.185	112.4883
4998.779702	73.185	111.5098
4999.145913	73.185	110.5303
4999.512124	73.186	109.5498
4999.878335	73.186	108.5684
5000.244546	73.186	107.5869
5000.610757	73.186	106.6045
5000.976968	73.186	105.6211
5001.343179	73.186	104.6367
5001.709390	73.187	103.6523
5002.075601	73.187	102.6660
5002.441812	73.187	101.6797
5002.808023	73.187	100.6934
5003.174234	73.187	99.7051
5003.540445	73.187	98.7168
5003.906656	73.188	97.7275
5004.272867	73.188	96.7373
5004.639078	73.188	95.7461
5005.005288	73.188	94.7549
5005.371499	73.188	93.7617
5005.737710	73.189	92.7686
5006.103921	73.189	91.7744
5006.470132	73.189	90.7803
5006.836343	73.189	89.7842
5007.202554	73.189	88.7881
5007.568765	73.190	87.7910
5007.934976	73.190	86.7930
5008.301187	73.190	85.7949
5008.667398	73.190	84.7949
5009.033609	73.190	83.7949
5009.399820	73.191	82.7939
5009.766031	73.191	81.7920
5010.132242	73.191	80.7891
5010.498453	73.191	79.7861
5010.864664	73.192	78.7812
5011.230875	73.192	77.7764
5011.597086	73.192	76.7705
5011.963297	73.192	75.7637
5012.329508	73.192	74.7568
5012.695719	73.193	73.7480
5013.061930	73.193	72.7393
5013.428141	73.193	71.7295
5013.794352	73.193	70.7188
5014.160563	73.194	69.7070
5014.526774	73.194	68.6943
5014.892985	73.194	67.6816
5015.259196	73.194	66.6680
5015.625407	73.195	65.6523
5015.991618	73.195	64.6367
5016.357828	73.195	63.6201
5016.724039	73.195	62.6035
5017.090250	73.196	61.5850
5017.456461	73.196	60.5654
5017.822672	73.196	59.5449
5018.188883	73.196	58.5244
5018.555094	73.197	57.5029
5018.921305	73.197	56.4805
5019.287516	73.197	55.4570
5019.653727	73.197	54.4336
5020.019938	73.198	53.4082
5020.386149	73.198	52.3828
5020.752360	73.198	51.3555
5021.118571	73.199	50.3281
5021.484782	73.199	49.2998
5021.850993	73.199	48.2705
5022.217204	73.199	47.2402
5022.583415	73.200	46.2100
5022.949626	73.200	45.1777
5023.315837	73.200	44.1455
5023.682048	73.201	43.1113
5024.048259	73.201	42.0771
5024.414470	73.201	41.0420
5024.780681	73.202	40.0059
5025.146892	73.202	38.9688
5025.513103	73.202	37.9307
5025.879314	73.202	36.8916
5026.245525	73.203	35.8525
5026.611736	73.203	34.8115
5026.977947	73.203	33.7705
5027.344157	73.204	32.7275
5027.710368	73.204	31.6846
5028.076579	73.204	30.6406
5028.442790	73.205	29.5957
5028.809001	73.205	28.5498
5029.175212	73.205	27.5029
5029.541423	73.206	26.4551
5029.907634	73.206	25.4062
5030.273845	73.206	24.3564
5030.640056	73.207	23.3057
5031.006267	73.207	22.2549
5031.372478	73.207	21.2021
5031.738689	73.208	20.1494
5032.104900	73.208	19.0947
5032.471111	73.208	18.0400
5032.837322	73.209	16.9844
5033.203533	73.209	15.9268
5033.569744	73.209	14.8691
5033.935955	73.210	13.8105
5034.302166	73.210	12.7510
5034.668377	73.210	11.6904
5035.034588	73.211	10.6289
5035.400799	73.211	9.5664
5035.767010	73.212	8.5029
5036.133221	73.212	7.4385
5036.499432	73.212	6.3740
5036.865643	73.213	5.3076
5037.231854	73.213	4.2402
5037.598065	73.213	3.1729
5037.964276	73.214	2.1035
5038.330487	73.214	1.0332
5038.696697	73.215	-0.0371
5039.062908	73.215	-1.1094
5039.429119	73.215	-2.1816
5039.795330	73.216	-3.2559
5040.161541	73.216	-4.3301
5040.527752	73.217	-5.4062
5040.893963	73.217	-6.4824
5041.260174	73.217	-7.5605
5041.626385	73.218	-8.6387
5041.992596	73.218	-9.7178
5042.358807	73.219	-10.7988
5042.725018	73.219	-11.8799
5043.091229	73.219	-12.9619
5043.457440	73.220	-14.0459
5043.823651	73.220	-15.1299
5044.189862	73.221	-16.2148
5044.556073	73.221	-17.3018
5044.922284	73.221	-18.3887
5045.288495	73.222	-19.4766
5045.654706	73.222	-20.5664
5046.020917	73.223	-21.6562
5046.387128	73.223	-22.7471
5046.753339	73.224	-23.8398
5047.119550	73.224	-24.9326
5047.485761	73.224	-26.0264
5047.851972	73.225	-27.1221
5048.218183	73.225	-28.2178
5048.584394	73.226	-29.3145
5048.950605	73.226	-30.4131
5049.316816	73.227	-31.5117
5049.683026	73.227	-32.6123
5050.049237	73.228	-33.7129
5050.415448	73.228	-34.8145
5050.781659	73.228	-35.9180
5051.147870	73.229	-37.0225
5051.514081	73.229	-38.1270
5051.880292	73.230	-39.2334
5052.246503	73.230	-40.3398
5052.612714	73.231	-41.4482
5052.978925	73.231	-42.5576
5053.345136	73.232	-43.6670
5053.711347	73.232	-44.7783
5054.077558	73.233	-45.8906
5054.443769	73.233	-47.0039
5054.809980	73.234	-48.1172
5055.176191	73.234	-49.2324
5055.542402	73.235	-50.3486
5055.908613	73.235	-51.4658
5056.274824	73.235	-52.5840
5056.641035	73.236	-53.7031
5057.007246	73.236	-54.8242
5057.373457	73.237	-55.9453
5057.739668	73.237	-57.0674
5058.105879	73.238	-58.1904
5058.472090	73.238	-59.3154
5058.838301	73.239	-60.4404
5059.204512	73.239	-61.5674
5059.570723	73.240	-62.6943
5059.936934	73.240	-63.8232
5060.303145	73.241	-64.9521
5060.669356	73.241	-66.0830
5061.035566	73.242	-67.2148
5061.401777	73.242	-68.3477
5061.767988	73.243	-69.4814
5062.134199	73.244	-70.6162
5062.500410	73.244	-71.7520
5062.866621	73.245	-72.8887
5063.232832	73.245	-74.0264
5063.599043	73.246	-75.1650
5063.965254	73.246	-76.3057
5064.331465	73.247	-77.4463
5064.697676	73.247	-78.5889
5065.063887	73.248	-79.7314
5065.430098	73.248	-80.8760
5065.796309	73.249	-82.0215
5066.162520	73.249	-83.1680
5066.528731	73.250	-84.3145
5066.894942	73.250	-85.4639
5067.261153	73.251	-86.6133
5067.627364	73.252	-87.7637
5067.993575	73.252	-88.9150
5068.359786	73.253	-90.0684
5068.725997	73.253	-91.2217
5069.092208	73.254	-92.3770
5069.458419	73.254	-93.5322
5069.824630	73.255	-94.6895
5070.190841	73.255	-95.8477
5070.557052	73.256	-97.0068
5070.923263	73.257	-98.1670
5071.289474	73.257	-99.3281
5071.655685	73.258	-100.4902
5072.021895	73.258	-101.6543
5072.388106	73.259	-102.8184
5072.754317	73.259	-103.9844
5073.120528	73.260	-105.1514
5073.486739	73.261	-106.3184
5073.852950	73.261	-107.4873
5074.219161	73.262	-108.6572
5074.585372	73.262	-109.8291
5074.951583	73.263	-111.0010
5075.317794	73.264	-112.1738
5075.684005	73.264	-113.3486
5076.050216	73.265	-114.5234
5076.416427	73.265	-115.7002
5076.782638	73.266	-116.8779
5077.148849	73.267	-118.0566
5077.515060	73.267	-119.2363
5077.881271	73.268	-120.4170
5078.247482	73.268	-121.5996
5078.613693	73.269	-122.7822
5078.979904	73.270	-123.9668
5079.346115	73.270	-125.1523
5079.712326	73.271	-126.3389
5080.078537	73.272	-127.5264
5080.444748	73.272	-128.7148
5080.810959	73.273	-129.9043
5081.177170	73.273	-131.0957
5081.543381	73.274	-132.2871
5081.909592	73.275	-133.4805
5082.275803	73.275	-134.6748
5082.642014	73.276	-135.8701
5083.008225	73.277	-137.0664
5083.374435	73.277	-138.2637
5083.740646	73.278	-139.4619
5084.106857	73.278	-140.6621
5084.473068	73.279	-141.8633
5084.839279	73.280	-143.0645
5085.205490	73.280	-144.2676
5085.571701	73.281	-145.4727
5085.937912	73.282	-146.6777
5086.304123	73.282	-147.8838
5086.670334	73.283	-149.0918
5087.036545	73.284	-150.3008
5087.402756	73.284	-151.5098
5087.768967	73.285	-152.7207
5088.135178	73.286	-153.9336
5088.501389	73.286	-155.1465
5088.867600	73.287	-156.3613
5089.233811	73.288	-157.5762
5089.600022	73.288	-158.7930
5089.966233	73.289	-160.0107
5090.332444	73.290	-161.2295
5090.698655	73.290	-162.4492
5091.064866	73.291	-163.6709
5091.431077	73.292	-164.8936
5091.797288	73.292	-166.1162
5092.163499	73.293	-167.3408
5092.529710	73.294	-168.5664
5092.895921	73.294	-169.7939
5093.262132	73.295	-171.0215
5093.628343	73.296	-172.2510
5093.994554	73.297	-173.4814
5094.360765	73.297	-174.7119
5094.726975	73.298	-175.9453
5095.093186	73.299	-177.1787
5095.459397	73.299	-178.4131
5095.825608	73.300	-179.6494
5096.191819	73.301	179.1133
5096.558030	73.301	177.8750
5096.924241	73.302	176.6357
5097.290452	73.303	175.3955
5097.656663	73.304	174.1533
5098.022874	73.304	172.9102
5098.389085	73.305	171.6660
5098.755296	73.306	170.4209
5099.121507	73.306	169.1748
5099.487718	73.307	167.9277
5099.853929	73.308	166.6787
5100.220140	73.309	165.4287
5100.586351	73.309	164.1777
5100.952562	73.310	162.9258
5101.318773	73.311	161.6729
5101.684984	73.312	160.4180
5102.051195	73.312	159.1621
5102.417406	73.313	157.9062
5102.783617	73.314	156.6475
5103.149828	73.314	155.3887
5103.516039	73.315	154.1289
5103.882250	73.316	152.8672
5104.248461	73.317	151.6045
5104.614672	73.317	150.3408
5104.980883	73.318	149.0762
5105.347094	73.319	147.8096
5105.713304	73.320	146.5430
5106.079515	73.320	145.2744
5106.445726	73.321	144.0049
5106.811937	73.322	142.7344
5107.178148	73.323	141.4619
5107.544359	73.323	140.1895
5107.910570	73.324	138.9150
5108.276781	73.325	137.6396
5108.642992	73.326	136.3623
5109.009203	73.327	135.0850
5109.375414	73.327	133.8057
5109.741625	73.328	132.5264
5110.107836	73.329	131.2451
5110.474047	73.330	129.9619
5110.840258	73.330	128.6787
5111.206469	73.331	127.3936
5111.572680	73.332	126.1074
5111.938891	73.333	124.8203
5112.305102	73.334	123.5322
5112.671313	73.334	122.2432
5113.037524	73.335	120.9521
5113.403735	73.336	119.6602
5113.769946	73.337	118.3672
5114.136157	73.337	117.0732
5114.502368	73.338	115.7773
5114.868579	73.339	114.4814
5115.234790	73.340	113.1836
5115.601001	73.341	111.8848
5115.967212	73.341	110.5840
5116.333423	73.342	109.2832
5116.699634	73.343	107.9805
5117.065844	73.344	106.6768
5117.432055	73.345	105.3721
5117.798266	73.345	104.0654
5118.164477	73.346	102.7588
5118.530688	73.347	101.4502
5118.896899	73.348	100.1406
5119.263110	73.349	98.8301
5119.629321	73.350	97.5176
5119.995532	73.350	96.2041
5120.361743	73.351	94.8896
5120.727954	73.352	93.5742
5121.094165	73.353	92.2578
5121.460376	73.354	90.9395
5121.826587	73.354	89.6211
5122.192798	73.355	88.3008
5122.559009	73.356	86.9785
5122.925220	73.357	85.6562
5123.291431	73.358	84.3320
5123.657642	73.359	83.0068
5124.023853	73.359	81.6807
5124.390064	73.360	80.3535
5124.756275	73.361	79.0244
5125.122486	73.362	77.6953
5125.488697	73.363	76.3643
5125.854908	73.364	75.0312
5126.221119	73.365	73.6982
5126.587330	73.365	72.3633
5126.953541	73.366	71.0273
5127.319752	73.367	69.6904
5127.685963	73.368	68.3525
5128.052173	73.369	67.0127
5128.418384	73.370	65.6729
5128.784595	73.370	64.3311
5129.150806	73.371	62.9873
5129.517017	73.372	61.6436
5129.883228	73.373	60.2979
5130.249439	73.374	58.9512
5130.615650	73.375	57.6035
5130.981861	73.376	56.2549
5131.348072	73.377	54.9043
5131.714283	73.377	53.5527
5132.080494	73.378	52.2002
5132.446705	73.379	50.8467
5132.812916	73.380	49.4912
5133.179127	73.381	48.1357
5133.545338	73.382	46.7783
5133.911549	73.383	45.4199
5134.277760	73.383	44.0596
5134.643971	73.384	42.6982
5135.010182	73.385	41.3369
5135.376393	73.386	39.9727
5135.742604	73.387	38.6084
5136.108815	73.388	37.2422
5136.475026	73.389	35.8760
5136.841237	73.390	34.5078
5137.207448	73.391	33.1377
5137.573659	73.391	31.7676
5137.939870	73.392	30.3955
5138.306081	73.393	29.0225
5138.672292	73.394	27.6484
5139.038503	73.395	26.2734
5139.404713	73.396	24.8965
5139.770924	73.397	23.5186
5140.137135	73.398	22.1396
5140.503346	73.399	20.7588
5140.869557	73.400	19.3779
5141.235768	73.400	17.9951
5141.601979	73.401	16.6113
5141.968190	73.402	15.2266
5142.334401	73.403	13.8398
5142.700612	73.404	12.4521
5143.066823	73.405	11.0635
5143.433034	73.406	9.6738
5143.799245	73.407	8.2832
5144.165456	73.408	6.8906
5144.531667	73.409	5.4971
5144.897878	73.410	4.1025
5145.264089	73.411	2.7070
5145.630300	73.411	1.3096
5145.996511	73.412	-0.0889
5146.362722	73.413	-1.4883
5146.728933	73.414	-2.8887
5147.095144	73.415	-4.2910
5147.461355	73.416	-5.6943
5147.827566	73.417	-7.0986
5148.193777	73.418	-8.5039
5148.559988	73.419	-9.9111
5148.926199	73.420	-11.3184
5149.292410	73.421	-12.7275
5149.658621	73.422	-14.1377
5150.024832	73.423	-15.5498
5150.391043	73.424	-16.9629
5150.757253	73.424	-18.3760
5151.123464	73.425	-19.7920
5151.489675	73.426	-21.2080
5151.855886	73.427	-22.6260
5152.222097	73.428	-24.0439
5152.588308	73.429	-25.4639
5152.954519	73.430	-26.8857
5153.320730	73.431	-28.3076
5153.686941	73.432	-29.7314
5154.053152	73.433	-31.1562
5154.419363	73.434	-32.5820
5154.785574	73.435	-34.0098
5155.151785	73.436	-35.4375
5155.517996	73.437	-36.8672
5155.884207	73.438	-38.2988
5156.250418	73.439	-39.7305
5156.616629	73.440	-41.1641
5156.982840	73.441	-42.5977
5157.349051	73.442	-44.0342
5157.715262	73.443	-45.4707
5158.081473	73.444	-46.9082
5158.447684	73.445	-48.3477
5158.813895	73.446	-49.7881
5159.180106	73.446	-51.2305
5159.546317	73.447	-52.6729
5159.912528	73.448	-54.1172
5160.278739	73.449	-55.5625
5160.644950	73.450	-57.0088
5161.011161	73.451	-58.4561
5161.377372	73.452	-59.9053
5161.743582	73.453	-61.3555
5162.109793	73.454	-62.8066
5162.476004	73.455	-64.2588
5162.842215	73.456	-65.7129
5163.208426	73.457	-67.1680
5163.574637	73.458	-68.6240
5163.940848	73.459	-70.0811
5164.307059	73.460	-71.5391
5164.673270	73.461	-72.9990
5165.039481	73.462	-74.4600
5165.405692	73.463	-75.9219
5165.771903	73.464	-77.3857
5166.138114	73.465	-78.8496
5166.504325	73.466	-80.3154
5166.870536	73.467	-81.7822
5167.236747	73.468	-83.2500
5167.602958	73.469	-84.7197
5167.969169	73.470	-86.1904
5168.335380	73.471	-87.6621
5168.701591	73.472	-89.1348
5169.067802	73.473	-90.6084
5169.434013	73.474	-92.0840
5169.800224	73.475	-93.5605
5170.166435	73.476	-95.0381
5170.532646	73.477	-96.5166
5170.898857	73.478	-97.9971
5171.265068	73.479	-99.4785
5171.631279	73.480	-100.9609
5171.997490	73.481	-102.4443
5172.363701	73.482	-103.9287
5172.729912	73.483	-105.4150
5173.096122	73.484	-106.9023
5173.462333	73.485	-108.3906
5173.828544	73.486	-109.8799
5174.194755	73.487	-111.3711
5174.560966	73.488	-112.8633
5174.927177	73.489	-114.3564
5175.293388	73.490	-115.8506
5175.659599	73.491	-117.3457
5176.025810	73.492	-118.8428
5176.392021	73.493	-120.3408
5176.758232	73.494	-121.8398
5177.124443	73.495	-123.3398
5177.490654	73.496	-124.8418
5177.856865	73.498	-126.3438
5178.223076	73.499	-127.8477
5178.589287	73.500	-129.3525
5178.955498	73.501	-130.8594
5179.321709	73.502	-132.3662
5179.687920	73.503	-133.8750
5180.054131	73.504	-135.3848
5180.420342	73.505	-136.8965
5180.786553	73.506	-138.4082
5181.152764	73.507	-139.9219
5181.518975	73.508	-141.4365
5181.885186	73.509	-142.9521
5182.251397	73.510	-144.4688
5182.617608	73.511	-145.9863
5182.983819	73.512	-147.5059
5183.350030	73.513	-149.0264
5183.716241	73.514	-150.5479
5184.082451	73.515	-152.0713
5184.448662	73.516	-153.5947
5184.814873	73.517	-155.1201
5185.181084	73.518	-156.6465
5185.547295	73.519	-158.1738
5185.913506	73.520	-159.7021
5186.279717	73.521	-161.2324
5186.645928	73.522	-162.7637
5187.012139	73.524	-164.2959
5187.378350	73.525	-165.8291
5187.744561	73.526	-167.3633
5188.110772	73.527	-168.8994
5188.476983	73.528	-170.4365
5188.843194	73.529	-171.9746
5189.209405	73.530	-173.5137
5189.575616	73.531	-175.0547
5189.941827	73.532	-176.5957
5190.308038	73.533	-178.1387
5190.674249	73.534	-179.6826
5191.040460	73.535	178.7725
5191.406671	73.536	177.2256
5191.772882	73.537	175.6787
5192.139093	73.538	174.1299
5192.505304	73.539	172.5801
5192.871515	73.541	171.0293
5193.237726	73.542	169.4766
5193.603937	73.543	167.9238
5193.970148	73.544	166.3691
5194.336359	73.545	164.8135
5194.702570	73.546	163.2568
5195.068781	73.547	161.6982
5195.434991	73.548	160.1396
5195.801202	73.549	158.5791
5196.167413	73.550	157.0176
5196.533624	73.551	155.4551
5196.899835	73.552	153.8916
5197.266046	73.553	152.3262
5197.632257	73.555	150.7607
5197.998468	73.556	149.1934
5198.364679	73.557	147.6250
5198.730890	73.558	146.0547
5199.097101	73.559	144.4844
5199.463312	73.560	142.9121
5199.829523	73.561	141.3398
5200.195734	73.562	139.7656
5200.561945	73.563	138.1904
5200.928156	73.564	136.6133
5201.294367	73.565	135.0361
5201.660578	73.567	133.4570
5202.026789	73.568	131.8770
5202.393000	73.569	130.2959
5202.759211	73.570	128.7139
5203.125422	73.571	127.1299
5203.491633	73.572	125.5459
5203.857844	73.573	123.9600
5204.224055	73.574	122.3730
5204.590266	73.575	120.7852
5204.956477	73.576	119.1963
5205.322688	73.578	117.6055
5205.688899	73.579	116.0146
5206.055110	73.580	114.4219
5206.421320	73.581	112.8281
5206.787531	73.582	111.2334
5207.153742	73.583	109.6377
5207.519953	73.584	108.0400
5207.886164	73.585	106.4414
5208.252375	73.586	104.8428
5208.618586	73.588	103.2422
5208.984797	73.589	101.6406
5209.351008	73.590	100.0371
5209.717219	73.591	98.4336
5210.083430	73.592	96.8281
5210.449641	73.593	95.2217
5210.815852	73.594	93.6143
5211.182063	73.595	92.0059
5211.548274	73.596	90.3965
5211.914485	73.598	88.7861
5212.280696	73.599	87.1738
5212.646907	73.600	85.5605
5213.013118	73.601	83.9473
5213.379329	73.602	82.3320
5213.745540	73.603	80.7148
5214.111751	73.604	79.0977
5214.477962	73.605	77.4795
5214.844173	73.607	75.8594
5215.210384	73.608	74.2383
5215.576595	73.609	72.6162
5215.942806	73.610	70.9932
5216.309017	73.611	69.3691
5216.675228	73.612	67.7432
5217.041439	73.613	66.1172
5217.407650	73.614	64.4893
5217.773860	73.616	62.8604
5218.140071	73.617	61.2305
5218.506282	73.618	59.5996
5218.872493	73.619	57.9678
5219.238704	73.620	56.3350
5219.604915	73.621	54.7002
5219.971126	73.622	53.0654
5220.337337	73.624	51.4287
5220.703548	73.625	49.7910
5221.069759	73.626	48.1523
5221.435970	73.627	46.5127
5221.802181	73.628	44.8711
5222.168392	73.629	43.2295
5222.534603	73.630	41.5859
5222.900814	73.632	39.9414
5223.267025	73.633	38.2969
5223.633236	73.634	36.6504
5223.999447	73.635	35.0020
5224.365658	73.636	33.3535
5224.731869	73.637	31.7041
5225.098080	73.638	30.0527
5225.464291	73.640	28.4014
5225.830502	73.641	26.7480
5226.196713	73.642	25.0938
5226.562924	73.643	23.4385
5226.929135	73.644	21.7822
5227.295346	73.645	20.1250
5227.661557	73.647	18.4658
5228.027768	73.648	16.8066
5228.393979	73.649	15.1455
5228.760190	73.650	13.4844
5229.126400	73.651	11.8213
5229.492611	73.652	10.1572
5229.858822	73.654	8.4932
5230.225033	73.655	6.8271
5230.591244	73.656	5.1602
5230.957455	73.657	3.4912
5231.323666	73.658	1.8223
5231.689877	73.659	0.1514
5232.056088	73.660	-1.5195
5232.422299	73.662	-3.1924
5232.788510	73.663	-4.8662
5233.154721	73.664	-6.5410
5233.520932	73.665	-8.2168
5233.887143	73.666	-9.8936
5234.253354	73.668	-11.5723
5234.619565	73.669	-13.2510
5234.985776	73.670	-14.9316
5235.351987	73.671	-16.6123
5235.718198	73.672	-18.2949
5236.084409	73.673	-19.9785
5236.450620	73.675	-21.6631
5236.816831	73.676	-23.3486
5237.183042	73.677	-25.0352
5237.549253	73.678	-26.7227
5237.915464	73.679	-28.4111
5238.281675	73.680	-30.1006
5238.647886	73.682	-31.7920
5239.014097	73.683	-33.4834
5239.380308	73.684	-35.1768
5239.746519	73.685	-36.8701
5240.112729	73.686	-38.5654
5240.478940	73.688	-40.2617
5240.845151	73.689	-41.9590
5241.211362	73.690	-43.6572
5241.577573	73.691	-45.3564
5241.943784	73.692	-47.0566
5242.309995	73.694	-48.7578
5242.676206	73.695	-50.4609
5243.042417	73.696	-52.1641
5243.408628	73.697	-53.8701
5243.774839	73.698	-55.5752
5244.141050	73.700	-57.2822
5244.507261	73.701	-58.9893
5244.873472	73.702	-60.6982
5245.239683	73.703	-62.4082
5245.605894	73.704	-64.1191
5245.972105	73.706	-65.8311
5246.338316	73.707	-67.5439
5246.704527	73.708	-69.2578
5247.070738	73.709	-70.9727
5247.436949	73.710	-72.6885
5247.803160	73.712	-74.4053
5248.169371	73.713	-76.1230
5248.535582	73.714	-77.8428
5248.901793	73.715	-79.5625
5249.268004	73.716	-81.2842
5249.634215	73.718	-83.0059
5250.000426	73.719	-84.7295
5250.366637	73.720	-86.4531
5250.732848	73.721	-88.1787
5251.099059	73.722	-89.9053
5251.465269	73.724	-91.6318
5251.831480	73.725	-93.3604
5252.197691	73.726	-95.0898
5252.563902	73.727	-96.8203
5252.930113	73.729	-98.5518
5253.296324	73.730	-100.2842
5253.662535	73.731	-102.0176
5254.028746	73.732	-103.7520
5254.394957	73.733	-105.4873
5254.761168	73.735	-107.2236
5255.127379	73.736	-108.9609
5255.493590	73.737	-110.6992
5255.859801	73.738	-112.4395
5256.226012	73.740	-114.1797
5256.592223	73.741	-115.9209
5256.958434	73.742	-117.6631
5257.324645	73.743	-119.4072
5257.690856	73.744	-121.1514
5258.057067	73.746	-122.8975
5258.423278	73.747	-124.6436
5258.789489	73.748	-126.3906
5259.155700	73.749	-128.1396
5259.521911	73.751	-129.8887
5259.888122	73.752	-131.6396
5260.254333	73.753	-133.3906
5260.620544	73.754	-135.1436
5260.986755	73.756	-136.8965
5261.352966	73.757	-138.6514
5261.719177	73.758	-140.4072
5262.085388	73.759	-142.1631
5262.451598	73.761	-143.9209
5262.817809	73.762	-145.6787
5263.184020	73.763	-147.4385
5263.550231	73.764	-149.1992
5263.916442	73.765	-150.9600
5264.282653	73.767	-152.7227
5264.648864	73.768	-154.4863
5265.015075	73.769	-156.2500
5265.381286	73.770	-158.0156
5265.747497	73.772	-159.7822
5266.113708	73.773	-161.5488
5266.479919	73.774	-163.3174
5266.846130	73.775	-165.0859
5267.212341	73.777	-166.8564
5267.578552	73.778	-168.6279
5267.944763	73.779	-170.3994
5268.310974	73.781	-172.1729
5268.677185	73.782	-173.9463
5269.043396	73.783	-175.7217
5269.409607	73.784	-177.4980
5269.775818	73.786	-179.2744
5270.142029	73.787	178.9473
5270.508240	73.788	177.1689
5270.874451	73.789	175.3887
5271.240662	73.791	173.6084
5271.606873	73.792	171.8262
5271.973084	73.793	170.0439
5272.339295	73.794	168.2598
5272.705506	73.796	166.4756
5273.071717	73.797	164.6904
5273.437928	73.798	162.9033
5273.804138	73.799	161.1162
5274.170349	73.801	159.3281
5274.536560	73.802	157.5381
5274.902771	73.803	155.7480
5275.268982	73.805	153.9570
5275.635193	73.806	152.1650
5276.001404	73.807	150.3721
5276.367615	73.808	148.5781
5276.733826	73.810	146.7832
5277.100037	73.811	144.9873
5277.466248	73.812	143.1904
5277.832459	73.813	141.3926
5278.198670	73.815	139.5938
5278.564881	73.816	137.7939
5278.931092	73.817	135.9932
5279.297303	73.819	134.1924
5279.663514	73.820	132.3896
5280.029725	73.821	130.5859
5280.395936	73.822	128.7822
5280.762147	73.824	126.9766
5281.128358	73.825	125.1709
5281.494569	73.826	123.3633
5281.860780	73.828	121.5557
5282.226991	73.829	119.7471
5282.593202	73.830	117.9375
5282.959413	73.831	116.1260
5283.325624	73.833	114.3145
5283.691835	73.834	112.5020
5284.058046	73.835	110.6885
5284.424257	73.837	108.8740
5284.790468	73.838	107.0596
5285.156678	73.839	105.2432
5285.522889	73.841	103.4258
5285.889100	73.842	101.6084
5286.255311	73.843	99.7891
5286.621522	73.844	97.9697
5286.987733	73.846	96.1484
5287.353944	73.847	94.3271
5287.720155	73.848	92.5049
5288.086366	73.850	90.6807
5288.452577	73.851	88.8564
5288.818788	73.852	87.0312
5289.184999	73.854	85.2051
5289.551210	73.855	83.3789
5289.917421	73.856	81.5508
5290.283632	73.858	79.7217
