* Measurement data measured by REW V5.20.13
* Source: EXCL: Microphone (2- OmniMic                  ), MICROPHONE (Master Volume), L, volume: 0,520
* Format: 256k Log Swept Sine, 1 sweep at -12,0 dBFS with no timing reference
* Dated: Jul 14, 2023 12:35:59 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: Charlie3 50 -12
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
2339.721868	74.932	-51.0039
2340.088079	74.937	-51.7817
2340.454290	74.942	-52.5576
2340.820501	74.947	-53.3315
2341.186712	74.952	-54.1030
2341.552923	74.957	-54.8726
2341.919134	74.962	-55.6401
2342.285345	74.967	-56.4053
2342.651556	74.972	-57.1685
2343.017767	74.977	-57.9297
2343.383978	74.982	-58.6885
2343.750189	74.988	-59.4453
2344.116400	74.993	-60.1997
2344.482611	74.998	-60.9526
2344.848822	75.003	-61.7031
2345.215033	75.008	-62.4512
2345.581244	75.013	-63.1973
2345.947455	75.018	-63.9414
2346.313666	75.023	-64.6836
2346.679877	75.028	-65.4233
2347.046088	75.033	-66.1611
2347.412299	75.038	-66.8965
2347.778510	75.043	-67.6299
2348.144721	75.048	-68.3613
2348.510932	75.053	-69.0903
2348.877143	75.059	-69.8174
2349.243354	75.064	-70.5420
2349.609565	75.069	-71.2651
2349.975776	75.074	-71.9858
2350.341987	75.079	-72.7041
2350.708197	75.084	-73.4204
2351.074408	75.089	-74.1348
2351.440619	75.094	-74.8467
2351.806830	75.100	-75.5566
2352.173041	75.105	-76.2646
2352.539252	75.110	-76.9702
2352.905463	75.115	-77.6738
2353.271674	75.120	-78.3755
2353.637885	75.125	-79.0747
2354.004096	75.131	-79.7720
2354.370307	75.136	-80.4673
2354.736518	75.141	-81.1602
2355.102729	75.146	-81.8511
2355.468940	75.151	-82.5400
2355.835151	75.157	-83.2266
2356.201362	75.162	-83.9111
2356.567573	75.167	-84.5933
2356.933784	75.172	-85.2739
2357.299995	75.177	-85.9521
2357.666206	75.183	-86.6279
2358.032417	75.188	-87.3022
2358.398628	75.193	-87.9741
2358.764839	75.198	-88.6436
2359.131050	75.204	-89.3115
2359.497261	75.209	-89.9771
2359.863472	75.214	-90.6406
2360.229683	75.220	-91.3018
2360.595894	75.225	-91.9609
2360.962105	75.230	-92.6182
2361.328316	75.235	-93.2734
2361.694526	75.241	-93.9263
2362.060737	75.246	-94.5771
2362.426948	75.251	-95.2261
2362.793159	75.257	-95.8730
2363.159370	75.262	-96.5176
2363.525581	75.267	-97.1606
2363.891792	75.273	-97.8008
2364.258003	75.278	-98.4395
2364.624214	75.284	-99.0762
2364.990425	75.289	-99.7104
2365.356636	75.294	-100.3428
2365.722847	75.300	-100.9731
2366.089058	75.305	-101.6011
2366.455269	75.311	-102.2275
2366.821480	75.316	-102.8516
2367.187691	75.321	-103.4736
2367.553902	75.327	-104.0938
2367.920113	75.332	-104.7119
2368.286324	75.338	-105.3276
2368.652535	75.343	-105.9419
2369.018746	75.349	-106.5537
2369.384957	75.354	-107.1636
2369.751168	75.360	-107.7715
2370.117379	75.365	-108.3774
2370.483590	75.371	-108.9814
2370.849801	75.376	-109.5830
2371.216012	75.382	-110.1831
2371.582223	75.387	-110.7808
2371.948434	75.393	-111.3770
2372.314645	75.398	-111.9707
2372.680856	75.404	-112.5625
2373.047066	75.409	-113.1523
2373.413277	75.415	-113.7407
2373.779488	75.420	-114.3267
2374.145699	75.426	-114.9106
2374.511910	75.432	-115.4927
2374.878121	75.437	-116.0728
2375.244332	75.443	-116.6509
2375.610543	75.448	-117.2271
2375.976754	75.454	-117.8013
2376.342965	75.460	-118.3735
2376.709176	75.465	-118.9438
2377.075387	75.471	-119.5127
2377.441598	75.477	-120.0791
2377.807809	75.482	-120.6436
2378.174020	75.488	-121.2065
2378.540231	75.494	-121.7671
2378.906442	75.499	-122.3262
2379.272653	75.505	-122.8828
2379.638864	75.511	-123.4380
2380.005075	75.516	-123.9912
2380.371286	75.522	-124.5425
2380.737497	75.528	-125.0918
2381.103708	75.534	-125.6396
2381.469919	75.539	-126.1851
2381.836130	75.545	-126.7290
2382.202341	75.551	-127.2710
2382.568552	75.557	-127.8110
2382.934763	75.562	-128.3491
2383.300974	75.568	-128.8857
2383.667185	75.574	-129.4199
2384.033395	75.580	-129.9526
2384.399606	75.586	-130.4839
2384.765817	75.591	-131.0127
2385.132028	75.597	-131.5400
2385.498239	75.603	-132.0654
2385.864450	75.609	-132.5889
2386.230661	75.615	-133.1108
2386.596872	75.621	-133.6309
2386.963083	75.627	-134.1489
2387.329294	75.632	-134.6655
2387.695505	75.638	-135.1802
2388.061716	75.644	-135.6929
2388.427927	75.650	-136.2041
2388.794138	75.656	-136.7134
2389.160349	75.662	-137.2212
2389.526560	75.668	-137.7271
2389.892771	75.674	-138.2310
2390.258982	75.680	-138.7334
2390.625193	75.686	-139.2339
2390.991404	75.692	-139.7329
2391.357615	75.698	-140.2300
2391.723826	75.704	-140.7256
2392.090037	75.710	-141.2192
2392.456248	75.716	-141.7114
2392.822459	75.722	-142.2017
2393.188670	75.728	-142.6904
2393.554881	75.734	-143.1772
2393.921092	75.740	-143.6626
2394.287303	75.746	-144.1465
2394.653514	75.752	-144.6284
2395.019725	75.758	-145.1089
2395.385935	75.764	-145.5874
2395.752146	75.770	-146.0645
2396.118357	75.776	-146.5396
2396.484568	75.782	-147.0137
2396.850779	75.788	-147.4858
2397.216990	75.795	-147.9561
2397.583201	75.801	-148.4248
2397.949412	75.807	-148.8921
2398.315623	75.813	-149.3579
2398.681834	75.819	-149.8218
2399.048045	75.825	-150.2847
2399.414256	75.832	-150.7451
2399.780467	75.838	-151.2046
2400.146678	75.844	-151.6626
2400.512889	75.850	-152.1187
2400.879100	75.856	-152.5732
2401.245311	75.863	-153.0264
2401.611522	75.869	-153.4780
2401.977733	75.875	-153.9277
2402.343944	75.881	-154.3765
2402.710155	75.888	-154.8232
2403.076366	75.894	-155.2686
2403.442577	75.900	-155.7124
2403.808788	75.906	-156.1548
2404.174999	75.913	-156.5957
2404.541210	75.919	-157.0352
2404.907421	75.925	-157.4731
2405.273632	75.932	-157.9097
2405.639843	75.938	-158.3447
2406.006054	75.944	-158.7783
2406.372265	75.951	-159.2104
2406.738475	75.957	-159.6411
2407.104686	75.963	-160.0698
2407.470897	75.970	-160.4976
2407.837108	75.976	-160.9243
2408.203319	75.982	-161.3491
2408.569530	75.989	-161.7725
2408.935741	75.995	-162.1943
2409.301952	76.002	-162.6152
2409.668163	76.008	-163.0347
2410.034374	76.015	-163.4521
2410.400585	76.021	-163.8687
2410.766796	76.027	-164.2837
2411.133007	76.034	-164.6978
2411.499218	76.040	-165.1099
2411.865429	76.047	-165.5210
2412.231640	76.053	-165.9307
2412.597851	76.060	-166.3394
2412.964062	76.066	-166.7461
2413.330273	76.073	-167.1519
2413.696484	76.079	-167.5562
2414.062695	76.086	-167.9595
2414.428906	76.093	-168.3608
2414.795117	76.099	-168.7612
2415.161328	76.106	-169.1606
2415.527539	76.112	-169.5586
2415.893750	76.119	-169.9551
2416.259961	76.125	-170.3506
2416.626172	76.132	-170.7446
2416.992383	76.139	-171.1372
2417.358594	76.145	-171.5288
2417.724804	76.152	-171.9194
2418.091015	76.158	-172.3086
2418.457226	76.165	-172.6963
2418.823437	76.172	-173.0830
2419.189648	76.178	-173.4683
2419.555859	76.185	-173.8525
2419.922070	76.192	-174.2354
2420.288281	76.198	-174.6172
2420.654492	76.205	-174.9980
2421.020703	76.212	-175.3774
2421.386914	76.219	-175.7559
2421.753125	76.225	-176.1328
2422.119336	76.232	-176.5088
2422.485547	76.239	-176.8838
2422.851758	76.245	-177.2578
2423.217969	76.252	-177.6304
2423.584180	76.259	-178.0015
2423.950391	76.266	-178.3721
2424.316602	76.273	-178.7412
2424.682813	76.279	-179.1094
2425.049024	76.286	-179.4761
2425.415235	76.293	-179.8423
2425.781446	76.300	179.7930
2426.147657	76.307	179.4292
2426.513868	76.313	179.0664
2426.880079	76.320	178.7051
2427.246290	76.327	178.3442
2427.612501	76.334	177.9849
2427.978712	76.341	177.6260
2428.344923	76.348	177.2686
2428.711134	76.355	176.9121
2429.077344	76.362	176.5566
2429.443555	76.368	176.2026
2429.809766	76.375	175.8491
2430.175977	76.382	175.4966
2430.542188	76.389	175.1450
2430.908399	76.396	174.7944
2431.274610	76.403	174.4453
2431.640821	76.410	174.0967
2432.007032	76.417	173.7490
2432.373243	76.424	173.4023
2432.739454	76.431	173.0566
2433.105665	76.438	172.7119
2433.471876	76.445	172.3682
2433.838087	76.452	172.0254
2434.204298	76.459	171.6836
2434.570509	76.466	171.3423
2434.936720	76.473	171.0020
2435.302931	76.480	170.6626
2435.669142	76.487	170.3242
2436.035353	76.494	169.9868
2436.401564	76.501	169.6504
2436.767775	76.509	169.3145
2437.133986	76.516	168.9795
2437.500197	76.523	168.6455
2437.866408	76.530	168.3120
2438.232619	76.537	167.9795
2438.598830	76.544	167.6479
2438.965041	76.551	167.3174
2439.331252	76.558	166.9873
2439.697463	76.566	166.6582
2440.063673	76.573	166.3296
2440.429884	76.580	166.0020
2440.796095	76.587	165.6753
2441.162306	76.594	165.3491
2441.528517	76.601	165.0239
2441.894728	76.609	164.6992
2442.260939	76.616	164.3755
2442.627150	76.623	164.0527
2442.993361	76.630	163.7305
2443.359572	76.638	163.4087
2443.725783	76.645	163.0879
2444.091994	76.652	162.7676
2444.458205	76.659	162.4482
2444.824416	76.667	162.1294
2445.190627	76.674	161.8115
2445.556838	76.681	161.4941
2445.923049	76.689	161.1772
2446.289260	76.696	160.8613
2446.655471	76.703	160.5459
2447.021682	76.711	160.2310
2447.387893	76.718	159.9170
2447.754104	76.725	159.6035
2448.120315	76.733	159.2905
2448.486526	76.740	158.9780
2448.852737	76.747	158.6665
2449.218948	76.755	158.3555
2449.585159	76.762	158.0454
2449.951370	76.770	157.7354
2450.317581	76.777	157.4263
2450.683792	76.785	157.1172
2451.050003	76.792	156.8091
2451.416213	76.799	156.5015
2451.782424	76.807	156.1948
2452.148635	76.814	155.8882
2452.514846	76.822	155.5820
2452.881057	76.829	155.2769
2453.247268	76.837	154.9717
2453.613479	76.844	154.6675
2453.979690	76.852	154.3638
2454.345901	76.859	154.0601
2454.712112	76.867	153.7573
2455.078323	76.874	153.4551
2455.444534	76.882	153.1528
2455.810745	76.890	152.8516
2456.176956	76.897	152.5503
2456.543167	76.905	152.2495
2456.909378	76.912	151.9497
2457.275589	76.920	151.6499
2457.641800	76.927	151.3506
2458.008011	76.935	151.0518
2458.374222	76.943	150.7534
2458.740433	76.950	150.4551
2459.106644	76.958	150.1577
2459.472855	76.966	149.8604
2459.839066	76.973	149.5635
2460.205277	76.981	149.2666
2460.571488	76.989	148.9707
2460.937699	76.996	148.6748
2461.303910	77.004	148.3794
2461.670121	77.012	148.0840
2462.036332	77.019	147.7891
2462.402543	77.027	147.4946
2462.768753	77.035	147.2007
2463.134964	77.043	146.9067
2463.501175	77.050	146.6133
2463.867386	77.058	146.3198
2464.233597	77.066	146.0269
2464.599808	77.074	145.7344
2464.966019	77.081	145.4419
2465.332230	77.089	145.1494
2465.698441	77.097	144.8574
2466.064652	77.105	144.5659
2466.430863	77.112	144.2744
2466.797074	77.120	143.9829
2467.163285	77.128	143.6919
2467.529496	77.136	143.4014
2467.895707	77.144	143.1108
2468.261918	77.152	142.8203
2468.628129	77.160	142.5298
2468.994340	77.167	142.2397
2469.360551	77.175	141.9502
2469.726762	77.183	141.6602
2470.092973	77.191	141.3706
2470.459184	77.199	141.0815
2470.825395	77.207	140.7920
2471.191606	77.215	140.5029
2471.557817	77.223	140.2139
2471.924028	77.231	139.9248
2472.290239	77.239	139.6362
2472.656450	77.246	139.3477
2473.022661	77.254	139.0591
2473.388872	77.262	138.7705
2473.755082	77.270	138.4819
2474.121293	77.278	138.1934
2474.487504	77.286	137.9053
2474.853715	77.294	137.6167
2475.219926	77.302	137.3286
2475.586137	77.310	137.0405
2475.952348	77.318	136.7520
2476.318559	77.326	136.4639
2476.684770	77.334	136.1758
2477.050981	77.342	135.8877
2477.417192	77.350	135.5996
2477.783403	77.359	135.3115
2478.149614	77.367	135.0229
2478.515825	77.375	134.7349
2478.882036	77.383	134.4468
2479.248247	77.391	134.1582
2479.614458	77.399	133.8696
2479.980669	77.407	133.5815
2480.346880	77.415	133.2930
2480.713091	77.423	133.0044
2481.079302	77.431	132.7158
2481.445513	77.439	132.4268
2481.811724	77.448	132.1377
2482.177935	77.456	131.8491
2482.544146	77.464	131.5596
2482.910357	77.472	131.2705
2483.276568	77.480	130.9810
2483.642779	77.488	130.6914
2484.008990	77.497	130.4019
2484.375201	77.505	130.1118
2484.741412	77.513	129.8218
2485.107622	77.521	129.5317
2485.473833	77.529	129.2412
2485.840044	77.537	128.9507
2486.206255	77.546	128.6602
2486.572466	77.554	128.3691
2486.938677	77.562	128.0776
2487.304888	77.570	127.7861
2487.671099	77.579	127.4946
2488.037310	77.587	127.2026
2488.403521	77.595	126.9102
2488.769732	77.603	126.6182
2489.135943	77.611	126.3252
2489.502154	77.620	126.0322
2489.868365	77.628	125.7388
2490.234576	77.636	125.4453
2490.600787	77.645	125.1514
2490.966998	77.653	124.8574
2491.333209	77.661	124.5625
2491.699420	77.669	124.2681
2492.065631	77.678	123.9727
2492.431842	77.686	123.6772
2492.798053	77.694	123.3813
2493.164264	77.703	123.0850
2493.530475	77.711	122.7886
2493.896686	77.719	122.4912
2494.262897	77.728	122.1938
2494.629108	77.736	121.8965
2494.995319	77.744	121.5981
2495.361530	77.753	121.2993
2495.727741	77.761	121.0005
2496.093951	77.769	120.7012
2496.460162	77.778	120.4014
2496.826373	77.786	120.1011
2497.192584	77.794	119.8003
2497.558795	77.803	119.4990
2497.925006	77.811	119.1973
2498.291217	77.819	118.8950
2498.657428	77.828	118.5923
2499.023639	77.836	118.2896
2499.389850	77.844	117.9858
2499.756061	77.853	117.6816
2500.122272	77.861	117.3770
2500.488483	77.870	117.0718
2500.854694	77.878	116.7661
2501.220905	77.886	116.4600
2501.587116	77.895	116.1528
2501.953327	77.903	115.8457
2502.319538	77.911	115.5376
2502.685749	77.920	115.2290
2503.051960	77.928	114.9199
2503.418171	77.937	114.6104
2503.784382	77.945	114.3003
2504.150593	77.953	113.9893
2504.516804	77.962	113.6777
2504.883015	77.970	113.3657
2505.249226	77.979	113.0527
2505.615437	77.987	112.7393
2505.981648	77.995	112.4253
2506.347859	78.004	112.1108
2506.714070	78.012	111.7954
2507.080281	78.021	111.4790
2507.446491	78.029	111.1626
2507.812702	78.037	110.8452
2508.178913	78.046	110.5269
2508.545124	78.054	110.2080
2508.911335	78.063	109.8887
2509.277546	78.071	109.5684
2509.643757	78.080	109.2476
2510.009968	78.088	108.9258
2510.376179	78.096	108.6030
2510.742390	78.105	108.2798
2511.108601	78.113	107.9561
2511.474812	78.122	107.6313
2511.841023	78.130	107.3057
2512.207234	78.138	106.9795
2512.573445	78.147	106.6523
2512.939656	78.155	106.3242
2513.305867	78.164	105.9956
2513.672078	78.172	105.6660
2514.038289	78.180	105.3354
2514.404500	78.189	105.0044
2514.770711	78.197	104.6724
2515.136922	78.206	104.3394
2515.503133	78.214	104.0059
2515.869344	78.223	103.6709
2516.235555	78.231	103.3354
2516.601766	78.239	102.9990
2516.967977	78.248	102.6621
2517.334188	78.256	102.3237
2517.700399	78.264	101.9849
2518.066610	78.273	101.6445
2518.432820	78.281	101.3037
2518.799031	78.290	100.9619
2519.165242	78.298	100.6191
2519.531453	78.306	100.2754
2519.897664	78.315	99.9307
2520.263875	78.323	99.5850
2520.630086	78.331	99.2383
2520.996297	78.340	98.8911
2521.362508	78.348	98.5425
2521.728719	78.357	98.1929
2522.094930	78.365	97.8423
2522.461141	78.373	97.4907
2522.827352	78.382	97.1382
2523.193563	78.390	96.7842
2523.559774	78.398	96.4297
2523.925985	78.407	96.0742
2524.292196	78.415	95.7173
2524.658407	78.423	95.3594
2525.024618	78.432	95.0005
2525.390829	78.440	94.6406
2525.757040	78.448	94.2798
2526.123251	78.456	93.9175
2526.489462	78.465	93.5547
2526.855673	78.473	93.1899
2527.221884	78.481	92.8247
2527.588095	78.490	92.4585
2527.954306	78.498	92.0908
2528.320517	78.506	91.7217
2528.686728	78.514	91.3521
2529.052939	78.523	90.9810
2529.419150	78.531	90.6089
2529.785360	78.539	90.2354
2530.151571	78.547	89.8608
2530.517782	78.556	89.4849
2530.883993	78.564	89.1084
2531.250204	78.572	88.7300
2531.616415	78.580	88.3511
2531.982626	78.588	87.9702
2532.348837	78.597	87.5889
2532.715048	78.605	87.2056
2533.081259	78.613	86.8218
2533.447470	78.621	86.4360
2533.813681	78.629	86.0493
2534.179892	78.637	85.6616
2534.546103	78.646	85.2725
2534.912314	78.654	84.8818
2535.278525	78.662	84.4902
2535.644736	78.670	84.0972
2536.010947	78.678	83.7031
2536.377158	78.686	83.3076
2536.743369	78.694	82.9106
2537.109580	78.702	82.5127
2537.475791	78.710	82.1133
2537.842002	78.719	81.7124
2538.208213	78.727	81.3101
2538.574424	78.735	80.9067
2538.940635	78.743	80.5020
2539.306846	78.751	80.0957
2539.673057	78.759	79.6880
2540.039268	78.767	79.2793
2540.405479	78.775	78.8691
2540.771690	78.783	78.4575
2541.137900	78.791	78.0444
2541.504111	78.799	77.6299
2541.870322	78.807	77.2139
2542.236533	78.815	76.7969
2542.602744	78.822	76.3784
2542.968955	78.830	75.9580
2543.335166	78.838	75.5366
2543.701377	78.846	75.1138
2544.067588	78.854	74.6895
2544.433799	78.862	74.2632
2544.800010	78.870	73.8359
2545.166221	78.878	73.4072
2545.532432	78.885	72.9771
2545.898643	78.893	72.5454
2546.264854	78.901	72.1123
2546.631065	78.909	71.6777
2546.997276	78.917	71.2412
2547.363487	78.924	70.8037
2547.729698	78.932	70.3643
2548.095909	78.940	69.9238
2548.462120	78.948	69.4814
2548.828331	78.955	69.0376
2549.194542	78.963	68.5923
2549.560753	78.971	68.1455
2549.926964	78.979	67.6973
2550.293175	78.986	67.2471
2550.659386	78.994	66.7954
2551.025597	79.002	66.3423
2551.391808	79.009	65.8877
2551.758019	79.017	65.4316
2552.124229	79.024	64.9736
2552.490440	79.032	64.5142
2552.856651	79.040	64.0532
2553.222862	79.047	63.5903
2553.589073	79.055	63.1260
2553.955284	79.062	62.6602
2554.321495	79.070	62.1929
2554.687706	79.077	61.7236
2555.053917	79.085	61.2529
2555.420128	79.092	60.7803
2555.786339	79.100	60.3062
2556.152550	79.107	59.8306
2556.518761	79.114	59.3530
2556.884972	79.122	58.8740
2557.251183	79.129	58.3931
2557.617394	79.137	57.9106
2557.983605	79.144	57.4263
2558.349816	79.151	56.9404
2558.716027	79.159	56.4531
2559.082238	79.166	55.9639
2559.448449	79.173	55.4727
2559.814660	79.180	54.9800
2560.180871	79.188	54.4854
2560.547082	79.195	53.9893
2560.913293	79.202	53.4912
2561.279504	79.209	52.9917
2561.645715	79.217	52.4902
2562.011926	79.224	51.9873
2562.378137	79.231	51.4819
2562.744348	79.238	50.9761
2563.110559	79.245	50.4673
2563.476769	79.252	49.9570
2563.842980	79.259	49.4453
2564.209191	79.266	48.9312
2564.575402	79.273	48.4155
2564.941613	79.280	47.8984
2565.307824	79.287	47.3789
2565.674035	79.294	46.8579
2566.040246	79.301	46.3350
2566.406457	79.308	45.8105
2566.772668	79.315	45.2837
2567.138879	79.322	44.7554
2567.505090	79.329	44.2251
2567.871301	79.336	43.6929
2568.237512	79.343	43.1592
2568.603723	79.350	42.6235
2568.969934	79.356	42.0859
2569.336145	79.363	41.5464
2569.702356	79.370	41.0049
2570.068567	79.377	40.4614
2570.434778	79.383	39.9165
2570.800989	79.390	39.3696
2571.167200	79.397	38.8203
2571.533411	79.404	38.2695
2571.899622	79.410	37.7163
2572.265833	79.417	37.1616
2572.632044	79.423	36.6050
2572.998255	79.430	36.0469
2573.364466	79.437	35.4863
2573.730677	79.443	34.9238
2574.096888	79.450	34.3594
2574.463098	79.456	33.7935
2574.829309	79.463	33.2251
2575.195520	79.469	32.6548
2575.561731	79.476	32.0830
2575.927942	79.482	31.5088
2576.294153	79.488	30.9326
2576.660364	79.495	30.3550
2577.026575	79.501	29.7749
2577.392786	79.507	29.1929
2577.758997	79.514	28.6089
2578.125208	79.520	28.0229
2578.491419	79.526	27.4351
2578.857630	79.533	26.8452
2579.223841	79.539	26.2534
2579.590052	79.545	25.6592
2579.956263	79.551	25.0635
2580.322474	79.557	24.4653
2580.688685	79.563	23.8652
2581.054896	79.569	23.2637
2581.421107	79.576	22.6592
2581.787318	79.582	22.0532
2582.153529	79.588	21.4453
2582.519740	79.594	20.8350
2582.885951	79.600	20.2227
2583.252162	79.606	19.6084
2583.618373	79.612	18.9922
2583.984584	79.617	18.3740
2584.350795	79.623	17.7534
2584.717006	79.629	17.1309
2585.083217	79.635	16.5063
2585.449428	79.641	15.8794
2585.815638	79.647	15.2510
2586.181849	79.652	14.6201
2586.548060	79.658	13.9868
2586.914271	79.664	13.3521
2587.280482	79.670	12.7148
2587.646693	79.675	12.0757
2588.012904	79.681	11.4341
2588.379115	79.687	10.7905
2588.745326	79.692	10.1450
2589.111537	79.698	9.4976
2589.477748	79.703	8.8477
2589.843959	79.709	8.1958
2590.210170	79.714	7.5415
2590.576381	79.720	6.8853
2590.942592	79.725	6.2271
2591.308803	79.731	5.5664
2591.675014	79.736	4.9038
2592.041225	79.741	4.2393
2592.407436	79.747	3.5723
2592.773647	79.752	2.9033
2593.139858	79.757	2.2319
2593.506069	79.763	1.5586
2593.872280	79.768	0.8828
2594.238491	79.773	0.2051
2594.604702	79.778	-0.4746
2594.970913	79.783	-1.1567
2595.337124	79.789	-1.8413
2595.703335	79.794	-2.5273
2596.069546	79.799	-3.2163
2596.435757	79.804	-3.9072
2596.801968	79.809	-4.6001
2597.168178	79.814	-5.2954
2597.534389	79.819	-5.9927
2597.900600	79.824	-6.6924
2598.266811	79.829	-7.3940
2598.633022	79.834	-8.0981
2598.999233	79.838	-8.8042
2599.365444	79.843	-9.5127
2599.731655	79.848	-10.2236
2600.097866	79.853	-10.9365
2600.464077	79.858	-11.6514
2600.830288	79.862	-12.3687
2601.196499	79.867	-13.0884
2601.562710	79.872	-13.8101
2601.928921	79.876	-14.5342
2602.295132	79.881	-15.2607
2602.661343	79.886	-15.9893
2603.027554	79.890	-16.7197
2603.393765	79.895	-17.4526
2603.759976	79.899	-18.1880
2604.126187	79.904	-18.9253
2604.492398	79.908	-19.6650
2604.858609	79.913	-20.4072
2605.224820	79.917	-21.1514
2605.591031	79.921	-21.8979
2605.957242	79.926	-22.6465
2606.323453	79.930	-23.3979
2606.689664	79.934	-24.1509
2607.055875	79.939	-24.9067
2607.422086	79.943	-25.6646
2607.788297	79.947	-26.4243
2608.154507	79.951	-27.1870
2608.520718	79.955	-27.9517
2608.886929	79.959	-28.7183
2609.253140	79.963	-29.4878
2609.619351	79.968	-30.2593
2609.985562	79.972	-31.0327
2610.351773	79.976	-31.8091
2610.717984	79.980	-32.5874
2611.084195	79.983	-33.3682
2611.450406	79.987	-34.1509
2611.816617	79.991	-34.9360
2612.182828	79.995	-35.7236
2612.549039	79.999	-36.5137
2612.915250	80.003	-37.3057
2613.281461	80.006	-38.1001
2613.647672	80.010	-38.8970
2614.013883	80.014	-39.6958
2614.380094	80.018	-40.4971
2614.746305	80.021	-41.3008
2615.112516	80.025	-42.1069
2615.478727	80.028	-42.9150
2615.844938	80.032	-43.7256
2616.211149	80.035	-44.5386
2616.577360	80.039	-45.3535
2616.943571	80.042	-46.1714
2617.309782	80.046	-46.9912
2617.675993	80.049	-47.8130
2618.042204	80.053	-48.6377
2618.408415	80.056	-49.4644
2618.774626	80.059	-50.2935
2619.140837	80.063	-51.1250
2619.507047	80.066	-51.9585
2619.873258	80.069	-52.7949
2620.239469	80.072	-53.6333
2620.605680	80.075	-54.4741
2620.971891	80.079	-55.3169
2621.338102	80.082	-56.1626
2621.704313	80.085	-57.0103
2622.070524	80.088	-57.8604
2622.436735	80.091	-58.7124
2622.802946	80.094	-59.5674
2623.169157	80.097	-60.4243
2623.535368	80.100	-61.2837
2623.901579	80.102	-62.1455
2624.267790	80.105	-63.0093
2624.634001	80.108	-63.8760
2625.000212	80.111	-64.7446
2625.366423	80.114	-65.6157
2625.732634	80.116	-66.4893
2626.098845	80.119	-67.3647
2626.465056	80.122	-68.2427
2626.831267	80.124	-69.1235
2627.197478	80.127	-70.0059
2627.563689	80.130	-70.8911
2627.929900	80.132	-71.7788
2628.296111	80.135	-72.6685
2628.662322	80.137	-73.5605
2629.028533	80.140	-74.4551
2629.394744	80.142	-75.3516
2629.760955	80.144	-76.2510
2630.127166	80.147	-77.1523
2630.493376	80.149	-78.0562
2630.859587	80.151	-78.9624
2631.225798	80.154	-79.8711
2631.592009	80.156	-80.7817
2631.958220	80.158	-81.6948
2632.324431	80.160	-82.6104
2632.690642	80.162	-83.5283
2633.056853	80.164	-84.4487
2633.423064	80.167	-85.3711
2633.789275	80.169	-86.2959
2634.155486	80.171	-87.2231
2634.521697	80.173	-88.1528
2634.887908	80.175	-89.0850
2635.254119	80.176	-90.0190
2635.620330	80.178	-90.9556
2635.986541	80.180	-91.8945
2636.352752	80.182	-92.8359
2636.718963	80.184	-93.7793
2637.085174	80.186	-94.7256
2637.451385	80.187	-95.6738
2637.817596	80.189	-96.6250
2638.183807	80.191	-97.5781
2638.550018	80.192	-98.5332
2638.916229	80.194	-99.4902
2639.282440	80.195	-100.4512
2639.648651	80.197	-101.4131
2640.014862	80.199	-102.3770
2640.381073	80.200	-103.3447
2640.747284	80.201	-104.3145
2641.113495	80.203	-105.2852
2641.479706	80.204	-106.2598
2641.845916	80.206	-107.2363
2642.212127	80.207	-108.2148
2642.578338	80.208	-109.1953
2642.944549	80.209	-110.1787
2643.310760	80.211	-111.1641
2643.676971	80.212	-112.1523
2644.043182	80.213	-113.1426
2644.409393	80.214	-114.1348
2644.775604	80.215	-115.1309
2645.141815	80.216	-116.1270
2645.508026	80.217	-117.1270
2645.874237	80.218	-118.1289
2646.240448	80.219	-119.1328
2646.606659	80.220	-120.1396
2646.972870	80.221	-121.1484
2647.339081	80.222	-122.1602
2647.705292	80.223	-123.1738
2648.071503	80.224	-124.1895
2648.437714	80.224	-125.2070
2648.803925	80.225	-126.2285
2649.170136	80.226	-127.2500
2649.536347	80.227	-128.2754
2649.902558	80.227	-129.3027
2650.268769	80.228	-130.3320
2650.634980	80.228	-131.3652
2651.001191	80.229	-132.3984
2651.367402	80.229	-133.4355
2651.733613	80.230	-134.4746
2652.099824	80.230	-135.5156
2652.466035	80.231	-136.5586
2652.832245	80.231	-137.6055
2653.198456	80.232	-138.6523
2653.564667	80.232	-139.7031
2653.930878	80.232	-140.7559
2654.297089	80.232	-141.8105
2654.663300	80.233	-142.8682
2655.029511	80.233	-143.9277
2655.395722	80.233	-144.9902
2655.761933	80.233	-146.0537
2656.128144	80.233	-147.1201
2656.494355	80.233	-148.1895
2656.860566	80.233	-149.2598
2657.226777	80.233	-150.3330
2657.592988	80.233	-151.4082
2657.959199	80.233	-152.4863
2658.325410	80.233	-153.5664
2658.691621	80.233	-154.6484
2659.057832	80.233	-155.7334
2659.424043	80.233	-156.8203
2659.790254	80.233	-157.9092
2660.156465	80.232	-159.0010
2660.522676	80.232	-160.0938
2660.888887	80.232	-161.1904
2661.255098	80.231	-162.2891
2661.621309	80.231	-163.3887
2661.987520	80.231	-164.4922
2662.353731	80.230	-165.5967
2662.719942	80.230	-166.7041
2663.086153	80.229	-167.8135
2663.452364	80.229	-168.9258
2663.818575	80.228	-170.0391
